Mod:Item:MetaData, Localized Name
Mekanism:RoadPlasticBlock:4, §1Blue Plastic Road
Mekanism:RoadPlasticBlock:5, §5Purple Plastic Road
Mekanism:RoadPlasticBlock:6, §3Cyan Plastic Road
Mekanism:RoadPlasticBlock:7, §7Light Grey Plastic Road
Mekanism:RoadPlasticBlock:8, §8Grey Plastic Road
Mekanism:RoadPlasticBlock:9, §dPink Plastic Road
Mekanism:RoadPlasticBlock:10, §aLime Plastic Road
Mekanism:RoadPlasticBlock:11, §eYellow Plastic Road
Mekanism:RoadPlasticBlock:12, §9Light Blue Plastic Road
Mekanism:RoadPlasticBlock:13, §dMagenta Plastic Road
Mekanism:RoadPlasticBlock:14, §6Orange Plastic Road
Mekanism:RoadPlasticBlock:15, §fWhite Plastic Road
Mekanism:PlasticFence:0, §8Black Plastic Barrier
Mekanism:PlasticFence:1, §cRed Plastic Barrier
Mekanism:PlasticFence:2, §2Green Plastic Barrier
Mekanism:PlasticFence:3, §6Brown Plastic Barrier
Mekanism:PlasticFence:4, §1Blue Plastic Barrier
Mekanism:PlasticFence:5, §5Purple Plastic Barrier
Mekanism:PlasticFence:6, §3Cyan Plastic Barrier
Mekanism:PlasticFence:7, §7Light Grey Plastic Barrier
Mekanism:PlasticFence:8, §8Grey Plastic Barrier
Mekanism:PlasticFence:9, §dPink Plastic Barrier
Mekanism:PlasticFence:10, §aLime Plastic Barrier
Mekanism:PlasticFence:11, §eYellow Plastic Barrier
Mekanism:PlasticFence:12, §9Light Blue Plastic Barrier
Mekanism:PlasticFence:13, §dMagenta Plastic Barrier
Mekanism:PlasticFence:14, §6Orange Plastic Barrier
Mekanism:PlasticFence:15, §fWhite Plastic Barrier
Mekanism:SaltBlock, Salt Block
thefleshmod:FleshCube, Rotten Flesh Cube
PhaseBlocks:phaseStone, Phase Stone
PhaseBlocks:phaseGlass, Phase Glass
PhaseBlocks:trapPhaseStone, Trapped Phase Stone
PhaseBlocks:redPhaseStone, Red Phase Stone
PhaseBlocks:phaseTransStone, Phase Transitioner
PhaseBlocks:camoPhaseStone, tile.Camo Phase Stone.name
PhaseBlocks:camoRedPhaseStone, tile.Camo Red Phase Stone.name
ThermalExpansion:Machine:0, Redstone Furnace (Resonant)
ThermalExpansion:Machine:1, Pulverizer (Resonant)
ThermalExpansion:Machine:2, Sawmill (Resonant)
ThermalExpansion:Machine:3, Induction Smelter (Resonant)
ThermalExpansion:Machine:4, Magma Crucible (Resonant)
ThermalExpansion:Machine:5, Fluid Transposer (Resonant)
ThermalExpansion:Machine:6, Glacial Precipitator (Resonant)
ThermalExpansion:Machine:7, Igneous Extruder (Resonant)
ThermalExpansion:Machine:8, Aqueous Accumulator (Resonant)
ThermalExpansion:Machine:9, Cyclic Assembler (Resonant)
ThermalExpansion:Machine:10, Energetic Infuser (Resonant)
ThermalExpansion:Machine:11, Phytogenic Insolator (Resonant)
ThermalExpansion:Device:2, Autonomous Activator
ThermalExpansion:Device:3, Terrain Smasher
ThermalExpansion:Device:4, Acquisition Apparatus
ThermalExpansion:Device:5, Nullifier
ThermalExpansion:Device:6, Item Allocator
ThermalExpansion:Dynamo:0, Steam Dynamo
ThermalExpansion:Dynamo:1, Magmatic Dynamo
ThermalExpansion:Dynamo:2, Compression Dynamo
ThermalExpansion:Dynamo:3, Reactant Dynamo
ThermalExpansion:Dynamo:4, Enervation Dynamo
ThermalExpansion:Cell:0, Creative Energy Cell
ThermalExpansion:Cell:1, Leadstone Energy Cell
ThermalExpansion:Cell:1, Leadstone Energy Cell
ThermalExpansion:Cell:2, Hardened Energy Cell
ThermalExpansion:Cell:2, Hardened Energy Cell
ThermalExpansion:Cell:3, Redstone Energy Cell
ThermalExpansion:Cell:3, Redstone Energy Cell
ThermalExpansion:Cell:4, Resonant Energy Cell
ThermalExpansion:Cell:4, Resonant Energy Cell
ThermalExpansion:Tank:0, Creative Portable Tank
ThermalExpansion:Tank:1, Portable Tank
ThermalExpansion:Tank:2, Hardened Portable Tank
ThermalExpansion:Tank:3, Reinforced Portable Tank
ThermalExpansion:Tank:4, Resonant Portable Tank
ThermalExpansion:Strongbox:0, Creative Strongbox
ThermalExpansion:Strongbox:1, Strongbox
ThermalExpansion:Strongbox:2, Hardened Strongbox
ThermalExpansion:Strongbox:3, Reinforced Strongbox
ThermalExpansion:Strongbox:4, Resonant Strongbox
ThermalExpansion:Cache:0, Creative Cache
ThermalExpansion:Cache:1, Cache
ThermalExpansion:Cache:2, Hardened Cache
ThermalExpansion:Cache:3, Reinforced Cache
ThermalExpansion:Cache:4, Resonant Cache
ThermalExpansion:Workbench:0, Creative Machinist's Workbench
ThermalExpansion:Workbench:1, Machinist's Workbench
ThermalExpansion:Workbench:2, Hardened Machinist's Workbench
ThermalExpansion:Workbench:3, Reinforced Machinist's Workbench
ThermalExpansion:Workbench:4, Resonant Machinist's Workbench
ThermalExpansion:Tesseract:0, Tesseract
ThermalExpansion:Plate:0, Plate Frame
ThermalExpansion:Plate:1, Redstone Plate
ThermalExpansion:Plate:2, Impulse Plate
ThermalExpansion:Plate:3, Translocation Plate
ThermalExpansion:Plate:4, Charge Plate
ThermalExpansion:Plate:5, Excursion Plate
ThermalExpansion:Plate:6, Teleport Plate
ThermalExpansion:Light:0, Glowstone Illuminator
ThermalExpansion:Light:0, Glowstone Illuminator
ThermalExpansion:Light:0, Glowstone Illuminator
ThermalExpansion:Light:0, Glowstone Illuminator
ThermalExpansion:Light:0, Glowstone Illuminator
ThermalExpansion:Light:0, Glowstone Illuminator
ThermalExpansion:Light:0, Glowstone Illuminator
ThermalExpansion:Light:0, Glowstone Illuminator
ThermalExpansion:Light:0, Glowstone Illuminator
ThermalExpansion:Light:1, Radiant Lumium Lamp
ThermalExpansion:Light:1, Radiant Lumium Lamp
ThermalExpansion:Light:1, Radiant Lumium Lamp
ThermalExpansion:Light:1, Radiant Lumium Lamp
ThermalExpansion:Light:1, Radiant Lumium Lamp
ThermalExpansion:Light:1, Radiant Lumium Lamp
ThermalExpansion:Light:1, Radiant Lumium Lamp
ThermalExpansion:Light:1, Radiant Lumium Lamp
ThermalExpansion:Light:1, Radiant Lumium Lamp
ThermalExpansion:Light:2, Lumium Lamp
ThermalExpansion:Light:2, Lumium Lamp
ThermalExpansion:Light:2, Lumium Lamp
ThermalExpansion:Light:2, Lumium Lamp
ThermalExpansion:Light:2, Lumium Lamp
ThermalExpansion:Light:2, Lumium Lamp
ThermalExpansion:Light:2, Lumium Lamp
ThermalExpansion:Light:2, Lumium Lamp
ThermalExpansion:Light:2, Lumium Lamp
ThermalExpansion:Frame:0, Machine Frame (Basic)
ThermalExpansion:Frame:1, Machine Frame (Hardened)
ThermalExpansion:Frame:2, Machine Frame (Reinforced)
ThermalExpansion:Frame:3, Machine Frame (Resonant)
ThermalExpansion:Frame:4, Leadstone Energy Cell Frame
ThermalExpansion:Frame:5, Hardened Energy Cell Frame
ThermalExpansion:Frame:6, Redstone Energy Cell Frame (Empty)
ThermalExpansion:Frame:7, Redstone Energy Cell Frame (Full)
ThermalExpansion:Frame:8, Resonant Energy Cell Frame (Empty)
ThermalExpansion:Frame:9, Resonant Energy Cell Frame (Full)
ThermalExpansion:Frame:10, Tesseract Frame (Empty)
ThermalExpansion:Frame:11, Tesseract Frame (Full)
ThermalExpansion:Frame:12, Illuminator Frame
ThermalExpansion:Glass:0, Hardened Glass
ThermalExpansion:Glass:1, Hardened Lumium Glass
ThermalExpansion:Rockwool:0, White Rockwool
ThermalExpansion:Rockwool:1, Orange Rockwool
ThermalExpansion:Rockwool:2, Magenta Rockwool
ThermalExpansion:Rockwool:3, Light Blue Rockwool
ThermalExpansion:Rockwool:4, Yellow Rockwool
ThermalExpansion:Rockwool:5, Lime Rockwool
ThermalExpansion:Rockwool:6, Pink Rockwool
ThermalExpansion:Rockwool:7, Gray Rockwool
ThermalExpansion:Rockwool:8, Light Gray Rockwool
ThermalExpansion:Rockwool:9, Cyan Rockwool
ThermalExpansion:Rockwool:10, Purple Rockwool
ThermalExpansion:Rockwool:11, Blue Rockwool
ThermalExpansion:Rockwool:12, Brown Rockwool
ThermalExpansion:Rockwool:13, Green Rockwool
ThermalExpansion:Rockwool:14, Red Rockwool
ThermalExpansion:Rockwool:15, Black Rockwool
ThermalExpansion:Sponge:0, Dry Creative Sponge
ThermalExpansion:Sponge:1, Dry Plain Sponge
ThermalExpansion:Sponge:2, Dry Magmatic Sponge
Failstick:Failstick1, Failstick
Failstick:Failstick2, Failstick
Failstick:Failstick3, Failstick
Failstick:FailShards, Failshards
LootRoulette:L, Legendary Material
LootRoulette:U, Uncommon Material
LootRoulette:C, Common Material
LootRoulette:R, Rare Material
LootRoulette:MaterialCache, Material Cache
Aroma1997Core:wrench, Aromic Hammer
FamiliarsAPI:FamGuide, FamGuide
DungeonTools:dt_entitysaver, item.entitySaver.name
DungeonTools:dt_particle:0, item.particle.name
DungeonTools:dt_particle:1, item.particle.name
DungeonTools:dt_particle:2, item.particle.name
DungeonTools:dt_particle:3, item.particle.name
DungeonTools:dt_particle:4, item.particle.name
DungeonTools:dt_particle:5, item.particle.name
DungeonTools:dt_particle:6, item.particle.name
DungeonTools:dt_particle:7, item.particle.name
DungeonTools:dt_particle:8, item.particle.name
DungeonTools:dt_particle:9, item.particle.name
DungeonTools:dt_particle:10, item.particle.name
DungeonTools:dt_particle:11, item.particle.name
DungeonTools:dt_particle:12, item.particle.name
DungeonTools:dt_particle:13, item.particle.name
DungeonTools:dt_particle:14, item.particle.name
DungeonTools:dt_particle:15, item.particle.name
DungeonTools:dt_particle:16, item.particle.name
DungeonTools:dt_particle:17, item.particle.name
DungeonTools:dt_particle:18, item.particle.name
DungeonTools:dt_particle:19, item.particle.name
DungeonTools:dt_particle:20, item.particle.name
DungeonTools:dt_particle:21, item.particle.name
DungeonTools:dt_particle:22, item.particle.name
DungeonTools:dt_particle:23, item.particle.name
DungeonTools:dt_particle:24, item.particle.name
DungeonTools:dt_particle:25, item.particle.name
DungeonTools:dt_particle:26, item.particle.name
DungeonTools:dt_particle:27, item.particle.name
DungeonTools:dt_particle:28, item.particle.name
DungeonTools:dt_particle:29, item.particle.name
DungeonTools:dt_particle:30, item.particle.name
DungeonTools:dt_particle:31, item.particle.name
DungeonTools:dt_charm, item.charm.name
DungeonTools:dt_legendaryCharm, item.legendaryCharm.name
Pistronics2:Glue, Glue
Pistronics2:Super Glue, Super Glue
Pistronics2:Camou Paste, Camou Paste
Pistronics2:Pile of Redstone, Pile of Redstone
Pistronics2:The Tool, The Tool
Pistronics2:Saw, Saw
Pistronics2:Spade, Spade
Pistronics2:Redioactive Glue, Redioactive Glue
Pistronics2:Redioactive Super Glue, Redioactive Super Glue
Pistronics2:Petrify Arrow, Petrify Arrow
Pistronics2:Petrify Extract, Petrify Extract
Pistronics2:Book of Gears, Book of Gears
Pistronics2:Chisel, Chisel
3DManeuverGear:3DManeuverGear, 3D Maneuver Gear
3DManeuverGear:3DManeuverHandle, 3D Maneuver Gear Hand Grips
3DManeuverGear:itemComponent, item.3dmaneuvergear:itemComponent.name
3DManeuverGear:itemFallBoots, Shock Absorbing Boots
3DManeuverGear:itemRecord, Music Disc
additionalrecipes:item_glass_mixture, Glass Mixture
additionalrecipes:item_dark_glass_mixture, Dark Glass Mixture
additionalrecipes:item_obsidian_mixture, Obsidian Mixture
alchemyrocks:item.IronStick, Iron Stick
alchemyrocks:item.VermiculiteIngot, Vermiculite Ingot
alchemyrocks:item.VermiculitePickaxe, Vermiculite Pickaxe
alchemyrocks:item.VermiculiteAxe, Vermiculite Axe
alchemyrocks:item.VermiculiteShovel, Vermiculite Shovel
alchemyrocks:item.VermiculiteSword, Vermiculite Sword
alchemyrocks:item.VermiculiteHoe, Vermiculite Hoe
alchemyrocks:item.VermiculiteHelmet, Vermiculite Helmet
alchemyrocks:item.VermiculiteChestplate, Vermiculite Chestplate
alchemyrocks:item.VermiculiteLeggings, Vermiculite Leggings
alchemyrocks:item.VermiculiteBoots, Vermiculite Boots
alchemyrocks:item.Pyrite, Pyrite
alchemyrocks:item.PurifiedCarbonatiteAsh, Purified Carbonatite Ash
alchemyrocks:item.PurifiedEclogiteAsh, Purified Eclogite Ash
alchemyrocks:item.PurifiedJasperoidAsh, Purified Jasperoid Ash
alchemyrocks:item.PurifiedJaspilliteAsh, Purified Jaspillite Ash
alchemyrocks:item.PurifiedLamprophyreAsh, Purified Lamprophyre Ash
alchemyrocks:item.PurifiedPeridotiteAsh, Purified Peridotite Ash
alchemyrocks:item.AnorthositeAsh, Anorthosite Ash
alchemyrocks:item.ApliteAsh, Aplite Ash
alchemyrocks:item.CarbonatiteAsh, Carbonatite Ash
alchemyrocks:item.DaciteAsh, Dacite Ash
alchemyrocks:item.EclogiteAsh, Eclogite Ash
alchemyrocks:item.FoidoliteAsh, Foidolite Ash
alchemyrocks:item.GranodioriteAsh, Granodiorite Ash
alchemyrocks:item.GranuliteAsh, Granulite Ash
alchemyrocks:item.JasperoidAsh, Jasperoid Ash
alchemyrocks:item.JaspilliteAsh, Jaspillite Ash
alchemyrocks:item.LamprophyreAsh, Lamprophyre Ash
alchemyrocks:item.PeridotiteAsh, Peridotite Ash
alchemyrocks:item.ShaleAsh, Shale Ash
alchemyrocks:item.ChromiumIngot, Chromium Ingot
alchemyrocks:item.ChromiumPickaxe, Chromium Pickaxe
alchemyrocks:item.ChromiumAxe, Chromium Axe
alchemyrocks:item.ChromiumShovel, Chromium Shovel
alchemyrocks:item.ChromiumSword, Chromium Sword
alchemyrocks:item.ChromiumHoe, Chromium Hoe
alchemyrocks:item.ChromiumHelmet, Chromium Helmet
alchemyrocks:item.ChromiumChestplate, Chromium Chestplate
alchemyrocks:item.ChromiumLeggings, Chromium Leggings
alchemyrocks:item.ChromiumBoots, Chromium Boots
alchemyrocks:item.Peridot, Peridot
alchemyrocks:item.PeridotPickaxe, Peridot Pickaxe
alchemyrocks:item.PeridotAxe, Peridot Axe
alchemyrocks:item.PeridotShovel, Peridot Shovel
alchemyrocks:item.PeridotSword, Peridot Sword
alchemyrocks:item.PeridotHoe, Peridot Hoe
alchemyrocks:item.PeridotHelmet, Peridot Helmet
alchemyrocks:item.PeridotChestplate, Peridot Chestplate
alchemyrocks:item.PeridotLeggings, Peridot Leggings
alchemyrocks:item.PeridotBoots, Peridot Boots
alchemyrocks:item.Anthracite, Anthracite
alchemyrocks:item.Lignite, Lignite
alchemyrocks:item.RockHoe, Rock Hoe
alchemyrocks:item.RockWand, Rock Wand
alchemyrocks:item.VermiculiteApple:0, Vermiculite Apple
alchemyrocks:item.VermiculiteApple:1, Vermiculite Apple
alchemyrocks:item.ChromiumApple:0, Chromium Apple
alchemyrocks:item.ChromiumApple:1, Chromium Apple
alchemyrocks:item.PeridotApple:0, Peridot Apple
alchemyrocks:item.PeridotApple:1, Peridot Apple
alchemyrocks:item.RockEssenceSeed, Rock Essence Seed
alchemyrocks:item.RockEssence, Rock Essence
securitycraft:codebreaker, Codebreaker
securitycraft:doorIndestructibleIronItem, Reinforced Iron Door
securitycraft:scannerDoorItem, Scanner Door
securitycraft:universalBlockRemover, Universal Block Remover
securitycraft:keycards:0, Level 1 Keycard
securitycraft:keycards:1, Level 2 Keycard
securitycraft:keycards:2, Level 3 Keycard
securitycraft:keycards:3, Limited Use Keycard
securitycraft:keycards:4, Level 4 Keycard
securitycraft:keycards:5, Level 5 Keycard
securitycraft:remoteAccessMine, Mine Remote Access Tool
securitycraft:bucketFWater, Bucket Of Fake Water
securitycraft:bucketFLava, Bucket Of Fake Lava
securitycraft:universalBlockModifier, Universal Block Modifier
securitycraft:redstoneModule, Redstone Module
securitycraft:whitelistModule, Whitelist Module
securitycraft:blacklistModule, Blacklist Module
securitycraft:harmingModule, Harming Module
securitycraft:smartModule, Smart Module
securitycraft:storageModule, Storage Module
securitycraft:disguiseModule, Disguise Module
securitycraft:wireCutters, Wire Cutters
securitycraft:adminTool, Admin Tool
securitycraft:keypadItem, Key Panel
securitycraft:cameraMonitor:0, Camera Monitor
securitycraft:taser, Taser
securitycraft:scManual, SecurityCraft Manual
securitycraft:universalOwnerChanger, Universal Owner Changer
securitycraft:universalBlockReinforcerLvL1, Universal Block Reinforcer (LvL1)
securitycraft:universalBlockReinforcerLvL2, Universal Block Reinforcer (LvL2)
securitycraft:universalBlockReinforcerLvL3, Universal Block Reinforcer (LvL3)
securitycraft:briefcase, Briefcase
securitycraft:universalKeyChanger, Universal Key Changer
securitycraft:taserPowered, Taser
securitycraft:secretSignItem, Secret Sign
securitycraft:sentry, Sentry
securitycraft:crystalQuartzItem, Crystal Quartz
BuildCraft|Core:wrenchItem, Wrench
BuildCraft|Core:mapLocation, Map Location
BuildCraft|Core:list:0, List
BuildCraft|Core:list:1, List
BuildCraft|Core:debugger, Debugger
BuildCraft|Core:woodenGearItem, Wood Gear
BuildCraft|Core:stoneGearItem, Stone Gear
BuildCraft|Core:ironGearItem, Iron Gear
BuildCraft|Core:goldGearItem, Gold Gear
BuildCraft|Core:diamondGearItem, Diamond Gear
BuildCraft|Core:paintbrush, Paint Brush
BuildCraft|Transport:pipeWaterproof, Pipe Sealant
BuildCraft|Transport:item.buildcraftPipe.pipeitemswood:0, Wooden Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemerald:0, Emerald Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemscobblestone:0, Cobblestone Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstone:0, Stone Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsquartz:0, Quartz Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsiron:0, Iron Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsgold:0, Golden Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdiamond:0, Diamond Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsobsidian:0, Obsidian Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemslapis:0, Lazuli Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdaizuli:0, Daizuli Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemssandstone:0, Sandstone Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsvoid:0, Void Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemzuli:0, Emzuli Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstripes:0, Stripes Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsclay:0, Clay Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidswood:0, Wooden Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidscobblestone:0, Cobblestone Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsstone:0, Stone Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsquartz:0, Quartz Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsiron:0, Iron Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsgold:0, Golden Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsemerald:0, Emerald Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsdiamond:0, Diamond Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidssandstone:0, Sandstone Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsvoid:0, Void Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsclay:0, Clay Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerwood:0, Wooden Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowercobblestone:0, Cobblestone Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerstone:0, Stone Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerquartz:0, Quartz Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepoweriron:0, Iron Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowergold:0, Golden Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerdiamond:0, Diamond Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepoweremerald:0, Emerald Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowersandstone:0, Sandstone Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipestructurecobblestone:0, Cobblestone Structure Pipe
BuildCraft|Transport:pipeWire:0, Red Pipe Wire
BuildCraft|Transport:pipeWire:1, Blue Pipe Wire
BuildCraft|Transport:pipeWire:2, Green Pipe Wire
BuildCraft|Transport:pipeWire:3, Yellow Pipe Wire
BuildCraft|Transport:pipeGate, item.pipeGate.name
BuildCraft|Transport:pipePlug, item.pipePlug.name
BuildCraft|Transport:pipeLens:0, Lens (Black)
BuildCraft|Transport:pipeLens:1, Lens (Red)
BuildCraft|Transport:pipeLens:2, Lens (Green)
BuildCraft|Transport:pipeLens:3, Lens (Brown)
BuildCraft|Transport:pipeLens:4, Lens (Blue)
BuildCraft|Transport:pipeLens:5, Lens (Purple)
BuildCraft|Transport:pipeLens:6, Lens (Cyan)
BuildCraft|Transport:pipeLens:7, Lens (Light Gray)
BuildCraft|Transport:pipeLens:8, Lens (Gray)
BuildCraft|Transport:pipeLens:9, Lens (Pink)
BuildCraft|Transport:pipeLens:10, Lens (Lime)
BuildCraft|Transport:pipeLens:11, Lens (Yellow)
BuildCraft|Transport:pipeLens:12, Lens (Light Blue)
